dataType,accelX,accelY,accelZ
0,-0.96, -922.37, 350.63
0,-0.72, -921.65, 349.55
0,-1.56, -922.85, 350.51
0,-0.36, -922.37, 350.03
0,-0.84, -922.01, 351.23
0,-0.84, -922.49, 350.27
0,-0.72, -922.25, 349.79
0,-1.44, -922.37, 350.51
0,-0.60, -923.08, 350.03
0,-0.96, -922.37, 349.67
0,-0.48, -921.89, 350.15
0,-1.68, -922.73, 349.91
0,-0.96, -922.85, 350.03
0,-0.96, -922.37, 349.91
0,-0.24, -922.85, 349.55
0,-0.24, -922.49, 349.67
0,-0.48, -921.17, 348.00
0,-0.12, -921.41, 351.83
0,4.31, -936.61, 328.72
0,-8.86, -920.57, 345.12
0,0.60, -915.30, 360.21
0,5.87, -911.11, 369.19
0,-7.42, -926.08, 338.42
0,7.30, -917.70, 357.57
0,3.83, -911.95, 360.45
0,-0.24, -926.08, 344.53
0,-5.63, -924.16, 340.58
0,1.44, -921.53, 346.80
0,2.87, -916.98, 363.32
0,-4.07, -926.08, 344.05
0,-1.56, -923.80, 346.44
0,-1.44, -919.25, 354.10
0,0.96, -922.37, 354.82
0,-3.71, -924.76, 345.00
0,30.17, -990.00, 384.15
0,-35.79, -796.91, 564.67
0,16.76, -834.38, 546.96
0,27.53, -864.79, 430.96
0,3.59, -944.27, 296.76
0,-30.41, -939.72, 140.42
0,-10.41, -825.04, 379.72
0,4.67, -868.98, 458.61
0,5.39, -888.61, 435.39
0,-2.04, -904.29, 387.62
0,-2.15, -946.91, 326.09
0,-5.15, -910.87, 316.87
0,2.27, -898.90, 395.04
0,2.15, -891.84, 425.45
0,-0.60, -904.77, 399.95
0,1.32, -927.87, 355.06
0,1.32, -920.57, 353.98
0,1.68, -910.75, 381.04
0,2.63, -894.95, 410.61
0,3.83, -897.47, 403.06
0,1.92, -916.62, 369.78
0,2.15, -921.65, 359.97
0,1.20, -910.63, 378.88
0,3.23, -899.50, 402.82
0,3.47, -901.06, 398.63
0,2.04, -914.47, 375.77
0,2.15, -920.69, 362.96
0,2.51, -912.55, 376.73
0,2.27, -901.66, 397.80
0,3.23, -902.85, 397.20
0,1.32, -912.43, 376.73
0,1.80, -918.89, 365.83
0,2.15, -912.79, 377.69
0,2.99, -902.73, 395.64
0,3.23, -904.05, 394.44
0,1.80, -911.23, 377.57
0,2.15, -916.86, 369.07
0,1.20, -911.35, 379.12
0,2.63, -903.81, 392.29
0,2.04, -905.49, 390.85
0,2.15, -912.91, 377.21
0,2.51, -915.06, 371.94
0,2.27, -910.63, 380.68
0,2.87, -905.01, 390.61
0,2.04, -905.73, 390.37
0,1.80, -912.55, 378.64
0,1.92, -915.06, 375.05
0,1.44, -909.80, 381.88
0,2.39, -906.21, 390.49
0,2.75, -907.04, 389.42
0,2.27, -911.47, 379.84
0,2.15, -913.63, 376.01
0,1.44, -910.04, 382.95
0,2.99, -905.61, 390.37
0,2.87, -907.88, 388.22
0,1.80, -912.31, 379.60
0,2.27, -912.91, 378.52
0,2.27, -909.80, 383.55
0,2.51, -906.68, 390.02
0,2.15, -908.00, 387.14
0,2.27, -912.07, 380.80
0,2.51, -912.07, 379.36
0,2.27, -909.08, 385.47
0,2.15, -905.13, 389.66
0,1.92, -908.48, 387.14
0,2.99, -910.28, 381.76
0,1.20, -911.23, 380.20
0,2.27, -909.32, 383.79
0,2.87, -906.68, 388.22
0,2.39, -908.60, 385.71
0,1.44, -911.59, 381.52
0,1.20, -911.47, 380.80
0,1.92, -909.92, 383.67
0,2.27, -908.36, 386.66
0,2.63, -909.32, 384.75
0,1.68, -910.99, 381.28
0,2.04, -911.23, 381.04
0,2.75, -909.56, 384.03
0,2.15, -908.36, 386.90
0,3.35, -909.44, 383.91
0,2.27, -911.23, 381.64
0,2.27, -912.07, 381.88
0,2.39, -909.32, 385.11
0,2.51, -909.08, 385.83
0,2.63, -910.16, 384.03
0,9.82, -928.47, 384.15
0,1.32, -899.26, 392.29
0,3.35, -887.17, 404.62
0,3.11, -886.57, 398.28
0,1.56, -913.63, 376.01
0,1.08, -912.55, 381.52
0,2.04, -901.06, 397.08
0,2.75, -903.57, 394.80
0,2.51, -907.16, 386.42
0,2.51, -910.40, 381.16
0,2.27, -911.35, 383.55
0,3.11, -905.37, 393.73
0,2.63, -905.37, 393.37
0,1.32, -911.11, 383.19
0,2.27, -910.87, 381.88
0,2.99, -907.76, 387.74
0,1.92, -906.21, 392.05
0,2.87, -905.25, 392.65
0,2.39, -909.44, 384.75
0,1.80, -912.43, 381.99
0,2.75, -907.52, 387.14
0,2.99, -905.49, 392.65
0,2.39, -907.28, 389.90
0,1.80, -909.32, 385.95
0,2.15, -911.23, 383.07
0,2.99, -908.00, 386.66
0,2.51, -905.37, 391.81
0,2.99, -907.04, 389.42
0,2.27, -910.40, 384.99
0,3.47, -909.92, 384.63
0,1.92, -908.60, 388.70
0,2.27, -906.21, 391.81
0,2.15, -907.52, 388.82
0,2.27, -910.40, 384.03
0,2.63, -909.68, 384.63
0,2.15, -907.04, 387.62
0,2.51, -906.09, 389.78
0,1.92, -908.96, 387.62
0,1.68, -908.96, 384.99
0,2.15, -909.68, 385.59
0,2.39, -907.64, 388.46
0,2.04, -907.52, 389.78
0,2.87, -909.08, 386.78
0,2.04, -909.80, 385.35
0,2.04, -907.64, 385.95
0,2.99, -907.88, 388.34
0,1.80, -907.76, 389.18
0,2.39, -907.88, 386.78
0,2.39, -909.44, 385.83
0,2.15, -908.72, 386.78
0,2.04, -907.64, 388.58
0,2.75, -907.40, 387.74
0,2.27, -908.72, 386.30
0,1.56, -908.36, 385.83
0,2.75, -908.36, 387.50
0,2.27, -908.12, 387.86
0,2.87, -908.00, 387.62
0,2.39, -908.48, 386.30
0,1.80, -909.68, 385.71
0,2.87, -908.12, 388.46
0,3.23, -907.64, 388.58
0,1.80, -907.28, 387.38
0,2.51, -908.72, 386.90
0,2.99, -909.56, 387.74
0,2.04, -908.84, 388.46
0,2.39, -908.00, 387.86
0,2.75, -908.48, 387.38
0,2.87, -908.48, 386.66
0,2.99, -909.08, 387.62
0,2.51, -907.76, 388.94
0,3.23, -907.88, 389.18
0,3.35, -908.24, 388.34
0,1.68, -909.32, 386.66
